X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-119.348306,50.133422,train,8.317879214645807E-5,9.197765946027728,0.2830091395592481
-119.60775,49.024895,train,1.5473564232509657E-4,18.148868648733224,0.46146339789377955
-115.724075,51.188038,train,1.8028274692119214E-4,21.051589526680612,0.5137737233695989
-114.50122,51.190312,train,3.688562870541462E-4,61.07302907243336,0.7712952090006365
-113.602578,53.501869,train,4.782340848929596E-4,99.18651593513565,0.8523342785218093
-118.759898,55.109446,train,3.811122471811849E-4,65.41108252147602,0.7822360679402225
-115.97579,51.259481,train,1.4429180922658985E-4,16.98593745815356,0.43849093886329316
-110.312417,49.661595,train,3.68889163416515E-4,61.08490222139159,0.7713252808721858
-115.314588,51.090939,train,2.96222627729864E-4,38.98838469356882,0.6941953138837114
-121.701057,50.838654,train,2.0574199425634336E-4,24.71380298575011,0.560848634119948
-121.69796,50.833878,train,1.4588761720576735E-4,17.31361742003688,0.44206352018403483
-121.234016,50.852905,train,1.4386255039250867E-4,16.78526717178704,0.43752604648062876
-111.328895,54.098487,train,3.4549899888298746E-4,52.715867004741305,0.7488991255919828
-125.266827,53.021748,train,3.8528376030533143E-4,66.7474987717,0.785839294017167
-113.474905,53.51995,train,4.743338673242332E-4,97.79251193515518,0.8500126626096404
-113.441062,52.580088,train,4.7916600860766016E-4,99.760212221,0.8528836687037731
-113.381638,53.556732,train,4.784610271632938E-4,99.50063775232167,0.852468254823763
-113.618291,53.465222,train,4.775539080548003E-4,98.85959521098192,0.8519320041103894
-105.91872,53.720777,train,2.084021642728401E-4,25.087459515080074,0.5654964106235897
-115.580076,51.189311,train,2.4212973129070407E-4,30.51109198297648,0.6203296953352396
-113.559897,53.502544,train,4.7733808303693904E-4,98.75600900895775,0.8518041306441213
-119.738136,49.342191,train,8.023393331347211E-5,8.868322727304912,0.27451404345031005
-120.730258,51.378002,train,4.4160017104086436E-4,84.60868367128062,0.8290319642479578
-114.201223,51.077022,train,3.68889163416515E-4,61.08490222139159,0.7713252808721858
-112.832473,53.680715,train,4.363323895199929E-4,83.4276378200749,0.8253915071206556
-122.449532,53.074593,train,3.3834783003906544E-4,50.42017677542076,0.7416132617835338
-116.21141,48.35799,train,5.286806522872464E-5,5.553139380140579,0.19059644378849572
-113.623341,53.614085,train,4.785745386804018E-4,99.56805537206714,0.8525352212023696
-112.822537,53.67868,train,4.363323895199929E-4,83.4276378200749,0.8253915071206556
-112.802236,53.391463,train,4.6478454565840636E-4,93.3865636119507,0.8441731396681733
-116.179315,51.418739,train,8.31028448845972E-5,9.186815759516138,0.282791307551275
-111.977395,54.828413,train,3.459910907969761E-4,52.86430146008929,0.7493928642339045
-113.381285,53.562737,train,4.782340848929596E-4,99.18651593513565,0.8523342785218093
-117.085372,47.879912,train,2.311457207904213E-4,28.23495000049736,0.6032778094489297
-113.795123,52.318105,train,4.787115630986292E-4,99.64029947320375,0.8526160185783379
-120.909813,49.524277,train,3.0120980030473154E-4,40.02614118270225,0.7002348588553933
-118.086922,52.86425,train,2.962461596615829E-4,38.9920104301362,0.6942240952408149
-110.987333,45.74057,train,3.274511617393889E-4,46.66570604885258,0.7301028095876778
-114.755298,51.680701,train,4.696896111742764E-4,96.07288067428433,0.8472004984716353
-119.480266,49.912764,train,3.05390661499131E-5,3.022531172156124,0.11498247006444529
-115.584554,51.190141,train,2.3501746426742303E-4,28.89030358238072,0.6093740862388664
-115.51693,51.192317,train,3.360486123199116E-4,49.49116359095827,0.7392261169187928
-115.502288,51.229072,train,3.333830472036573E-4,48.657807902974696,0.7364309962745184
-120.905472,49.535179,train,2.848048324675813E-4,37.11688261136134,0.6799060188749739
-114.600783,49.670681,train,3.9027333970278826E-4,68.81154562565693,0.7900709205421805
-119.575843,55.511023,train,3.523553314721811E-4,54.773899933175116,0.7556916119806696
-117.0755,47.886356,train,2.165938812002386E-4,26.647091939768064,0.5795020512184443
-115.50019,51.248646,train,3.0232774789251855E-4,40.29887101606642,0.7015722608111411
-115.148809,50.874134,train,2.9356443779884097E-4,38.55579901661407,0.6909266452500551
-119.418174,50.972613,train,2.0596499582515896E-4,24.750409298688506,0.5612401581997497
-113.825864,52.239468,train,4.787115630986292E-4,99.64029947320375,0.8526160185783379
-119.360128,49.410802,train,4.267313723009845E-4,80.52414627199718,0.8185558849635377
-124.891136,53.117386,train,2.3283672586800095E-4,28.51563881503295,0.6059520073039333
-118.983704,50.150444,train,4.0366772885383294E-4,73.82973748417002,0.8010216745974204
-115.611097,51.154714,train,3.33224917907167E-4,48.57411063956109,0.7362642431381305
-116.737311,51.971947,train,1.7994094703493283E-4,21.00383541039296,0.5131085463661932
-120.728576,49.05622,train,3.5614224051640366E-4,56.758277238805924,0.7593641673645101
-120.829586,49.063976,train,4.101395750375865E-4,75.74090001260963,0.8061062546335467
-116.538017,51.439772,train,2.151689224538201E-4,26.51606239523221,0.5770986052181147
-112.236213,52.488012,train,3.406997035841207E-4,51.18891293228862,0.7440324692143752
-115.499108,51.247688,train,3.0189775693590287E-4,40.196611161233385,0.7010585697435403
-106.424506,54.127041,train,1.426505579902446E-4,16.449969184398288,0.43479275857480004
-114.175069,51.084924,train,3.501361784194643E-4,54.01438258615038,0.7535134787098822
-114.130828,46.69692,train,2.8736125040844786E-4,37.47315300010947,0.6831622927421347
-113.368753,48.47852,train,4.2567024820517674E-4,80.23873573264606,0.817784162758397
-127.166411,54.792088,train,3.448238616621444E-4,52.57631876935923,0.7482201459152533
-110.704685,46.913158,train,4.55881170718358E-4,89.26051541839769,0.8385239941746495
-113.179758,46.823836,train,3.5409662253525526E-4,55.65881289973871,0.757387230907275
-116.622886,51.843972,train,4.443224450778581E-6,0.30012348629453234,0.01761468530064536
-111.308883,45.242122,train,4.359608616224712E-4,83.34673901068281,0.8251318444577218
-123.924589,53.523958,train,4.70358586946972E-4,96.291714240198,0.8476088003917611
-124.131136,53.515894,train,4.7531694462715616E-4,98.0412577701341,0.8506012605034698
-113.354713,48.858445,train,4.062830475742274E-4,74.56198776655528,0.803092249207568
-115.530188,51.246795,train,2.564012817364157E-4,31.920574999124394,0.6413951813720277
-114.438728,50.814053,train,4.6198441841089797E-4,91.77044464839862,0.842418110496037
-114.431733,50.817489,train,4.6286196309579817E-4,92.25013694040271,0.8429702433422844
-114.309625,49.332008,train,3.4820373053622017E-4,53.482419008833894,0.7516009391635983
-120.98141,55.112065,train,4.2080611130580314E-4,78.76383720034892,0.8142044070223299
-115.137569,50.943071,train,3.180763895496505E-4,44.34531332971572,0.7197904801156725
-120.401507,47.295805,train,3.7727981510612523E-4,64.02117646826356,0.7788723216139434
-119.559508,49.452275,train,2.901479313116111E-5,2.771790510407494,0.10957032818152268
-119.559525,49.449617,train,5.004348000439753E-5,5.19035055631903,0.181400309064375
-120.251328,48.438042,train,1.78549813759577E-4,20.883680630253465,0.5103918588917511
-116.541703,51.442556,train,1.6611049273582848E-4,19.97457037525969,0.485415794749922
-115.113883,51.073564,train,4.538787869998427E-4,88.52689065768348,0.8372255431213995
-112.906282,53.63807,train,4.48292780391122E-4,86.44494138610438,0.8335478259124838
-112.424164,54.630568,train,3.541989777085534E-4,55.69543578325812,0.7574865344054089
-116.913987,51.256855,train,3.894392395524383E-4,68.42947567638177,0.7893693918588713
-117.14431,48.350243,train,2.2902001970985148E-4,27.93843256244851,0.599890411518076
-113.808328,54.647713,train,3.889569463873267E-4,68.14132168045857,0.7889626849667037
-112.862397,53.645478,train,4.516465953512925E-4,87.75005055100908,0.8357657615064863
-117.158521,46.868234,train,1.4968212157581397E-4,17.72701906235991,0.4504673710488776
-114.317169,48.377806,train,1.9576026200249236E-4,23.574450853853204,0.5429611850204887
-111.99308,54.830375,train,3.4582698128919354E-4,52.78365872160447,0.7492283135439162
-106.052115,53.712333,train,2.363985509410585E-4,29.224171201483717,0.6115259412901372
-114.031836,52.965388,train,4.6994260443093656E-4,96.15563915189551,0.8473550385612757
-113.657754,53.625466,train,4.782340848929596E-4,99.18651593513565,0.8523342785218093
-114.223613,51.096426,train,3.6614988450321147E-4,60.2632185980806,0.7688060630836799
-115.000186,53.600139,train,4.7667189466616273E-4,98.52540546852991,0.8514087259064707
-114.027511,49.130997,train,1.308218410667726E-4,15.07873830623745,0.40740922847017635
-109.501564,49.662342,train,4.6278232495793227E-4,92.19894650454277,0.8429202166009632
-114.161453,50.986186,train,3.106059338490498E-4,42.26046993780172,0.7112915465634473
-114.143549,51.05546,train,3.1263782503870537E-4,42.841223810641786,0.713628372566411
-118.085092,52.921783,train,3.406997035841207E-4,51.18891293228862,0.7440324692143752
-114.555681,50.285064,train,2.0169046572511635E-4,24.150384022139097,0.5536742148754947
-115.062522,51.032897,train,4.390531087327648E-4,84.03582348050548,0.8272813173565075
-112.267326,46.612579,train,4.080215236959709E-4,75.04808853663612,0.804456683071642
-114.490412,50.8408,train,4.639612394592294E-4,92.78910125104184,0.8436591564282545
-116.00473,55.494888,train,4.2421375259465657E-4,79.7150933162002,0.8167195518446477
-118.242247,53.484828,train,1.2105598565698268E-4,13.851240677730951,0.38380419061579263
-113.594181,53.501236,train,4.785745386804018E-4,99.56805537206714,0.8525352212023696
-112.78588,47.84387,train,3.409723340360447E-4,51.23838610748409,0.7443114359797476
-114.80287,49.82562,train,4.6132734877213496E-4,91.56711628561823,0.8420034253272701
-115.844033,51.241263,train,2.3129535162618633E-4,28.25493260576663,0.6035151695034282
-113.412842,48.592981,train,2.8101464303717543E-4,36.367576927574135,0.675016518740869
-114.033742,49.060195,train,2.9068630056548503E-5,2.781650316928134,0.10976204627662611
-111.988907,54.83506,train,3.4582698128919354E-4,52.78365872160447,0.7492283135439162
-106.098243,53.867347,train,1.6154345043470166E-4,18.74357601118355,0.47592955442650653
-109.848886,44.978973,train,3.996981792158877E-4,72.69421290818836,0.7978372627631738
-115.840641,51.246949,train,2.295462707583181E-4,28.021349785835497,0.600731699993091
-118.980563,49.10958,train,3.525406874563194E-5,3.515488122493482,0.1315163629161178
-112.899405,53.238705,train,4.775539080548003E-4,98.85959521098192,0.8519320041103894
-114.396361,50.805777,train,4.6176529127865316E-4,91.70259134905794,0.8422799376251845
-119.433906,55.075864,train,3.8147403726529293E-4,65.5034079358274,0.7825509576091969
-113.917197,49.045769,train,3.5554881296576347E-4,56.34623314574423,0.7587923287163395
-114.456868,49.316927,train,4.1074179190254934E-4,75.90166319495849,0.8065727246847427
-114.899063,52.228691,train,4.68155327923997E-4,95.03998781092102,0.8462599293380564
-114.434944,50.818325,train,4.624229804955061E-4,91.97691186678237,0.8426942868731415
-115.615033,51.158478,train,3.3227771896263413E-4,48.07976183046186,0.7352631761503614
-120.468676,48.400244,train,1.280019086551257E-4,14.792186611215099,0.400687591260264
-114.246694,46.421868,train,2.7983687580645963E-4,36.25304118303767,0.6734819933811358
-119.844346,55.87439,train,3.3101897593955804E-4,47.49777150563046,0.7339269648685657
-114.135077,50.931313,train,3.1263782503870537E-4,42.841223810641786,0.713628372566411
-113.593508,53.495518,train,4.784610271632938E-4,99.50063775232167,0.852468254823763
-115.837836,51.250534,train,1.5671216330961834E-4,18.27410912544957,0.46570403501653423
-114.575065,50.958704,train,4.604980001317681E-4,91.32589625153227,0.8414784543294281
-120.799835,49.064999,train,3.8686791215726394E-4,67.23670610255834,0.7871919626965644
-119.576347,49.591311,train,7.946721981845893E-6,0.6019177077045272,0.031284868414378275
-122.873592,53.966808,train,3.704460099893431E-4,61.76849113951685,0.7727448040723656
-113.547727,53.449185,train,4.6478454565840636E-4,93.3865636119507,0.8441731396681733
-113.458431,53.55714,train,4.7733808303693904E-4,98.75600900895775,0.8518041306441213
-113.831132,53.366287,train,4.7307434668389717E-4,97.29033634865235,0.8492551597720649
-116.978203,46.809113,train,1.6482290574206806E-4,19.832287367916987,0.4827588543672825
-112.863701,53.665098,train,4.363323895199929E-4,83.4276378200749,0.8253915071206556
-114.434223,53.566479,train,4.7038872122629155E-4,96.2994879607964,0.847627166811924
-113.98826,49.111767,train,1.7665646752237636E-4,20.73980513622051,0.5066700495168879
-113.93368,53.410436,train,4.7735081525855004E-4,98.76211989681072,0.8518116773812012
-113.025827,53.866297,train,4.1723325622429523E-4,77.88961151548372,0.8115302455752207
-112.802093,53.686936,train,4.363323895199929E-4,83.4276378200749,0.8253915071206556
-114.216105,51.096415,train,3.6614988450321147E-4,60.2632185980806,0.7688060630836799
-113.547344,53.453365,train,4.6478454565840636E-4,93.3865636119507,0.8441731396681733
-119.220383,55.847333,train,3.5689787868952724E-4,57.04486131351153,0.7600903536606614
-120.027765,55.524156,train,3.3133321245132667E-4,47.62194380308181,0.734261171146904
-113.854805,49.018235,train,1.8973961942372699E-4,23.05482815719165,0.5318216896639838
-115.150218,50.885403,train,3.2742658322080576E-4,46.657930973254906,0.730076275423962
-121.6984,55.810193,train,4.582059386088269E-4,90.43640603575115,0.8400185082980176
-106.151018,53.900596,train,2.371849352803632E-4,29.401945054468563,0.612745896962747
-121.480835,51.219266,train,2.0927600898203627E-4,25.38936135738505,0.5670124095069505
-106.276057,53.987402,train,1.6208082783838453E-4,18.906454990560693,0.4770547614012385
-118.798196,55.143057,train,3.81836174252177E-4,65.62516074448048,0.7828656932207094
-118.881514,55.057767,train,3.921066766656795E-4,69.52726151293523,0.7916046669302167
-117.027075,53.747813,train,4.540941716527399E-4,88.59329353492906,0.837365709529892
-115.10036,50.632775,train,2.0332373278114898E-4,24.324930501013917,0.5565803874667907
-114.230688,48.75602,train,3.5460096319590704E-4,55.832423487509864,0.7578761417480899
-114.067231,51.055664,train,2.771242716216664E-4,35.844523025335356,0.6699200938973597
-114.1529,51.059403,train,3.2239972780730386E-4,45.56301548088846,0.7245942540210768
-115.12506,50.754003,train,7.327515384881762E-5,8.014586298374443,0.2540378137212458
-126.684369,54.31968,train,4.710285197997217E-4,96.463921546544,0.8480165930733696
-113.6715,48.79713,train,2.06553625077343E-4,24.821221139335556,0.5622719392824138
-121.636383,51.856139,train,2.050418522185879E-4,24.598872769467203,0.5596171222053317
-127.0932,54.762731,train,4.149988318984512E-4,77.25896005037508,0.8098383271759582
-115.38772,54.713295,train,4.1328768701883817E-4,76.66382251942368,0.8085323764595149
-107.660047,53.252426,train,1.1073625142466995E-4,12.746135698498458,0.3578378313871595
-113.791154,52.318567,train,4.787115630986292E-4,99.64029947320375,0.8526160185783379
-111.215417,54.514837,train,3.24940089873453E-4,46.11815148463429,0.72737841342347
-115.52375,51.239506,train,3.1329992946000984E-4,43.05681336227382,0.7143857485610405
-116.328669,48.894033,train,2.3885798999321103E-4,29.76698935730978,0.6153286559155166
-113.515767,53.527682,train,4.673154529682914E-4,94.78566275487566,0.8457426068499052
-110.126752,44.89957,train,4.659347407063967E-4,93.91589182692566,0.8448883688232184
-115.731238,51.168076,train,2.615615657390339E-4,32.843041865704166,0.648720821294592
-115.589064,51.169698,train,3.1937190883873874E-4,44.63101605646948,0.7212386918087177
-108.705422,53.574975,train,1.6409249690182496E-4,19.706284749780906,0.48124555931632973
-118.684928,44.307195,train,3.2110051027222606E-4,45.2580221031858,0.7231593800501654
-110.501538,45.273282,train,3.980316563325226E-4,71.8387105209669,0.7964852194385825
-114.54639,53.26803,train,4.626879216452456E-4,92.13826519213954,0.8428608940916912
-120.151244,51.09415,train,1.818848930537245E-4,21.31875358148169,0.516879568340884
-116.24396,45.20137,train,1.9269620440087786E-4,23.284430233541894,0.5373255359585423
-113.594953,48.678373,train,4.4795525626601935E-4,86.30265395676135,0.8333229631897869
-115.93864,44.37582,train,3.279885209504622E-4,46.81091722833056,0.730682273538491
-117.938769,49.259291,train,3.094198335433275E-4,41.76454412699629,0.7099186384292828
-115.703129,51.173738,train,2.846686452303963E-4,37.09185387011219,0.6797316125641515
-113.888054,49.021879,train,3.770240154862068E-4,63.9035784348039,0.7786459639622814
-114.144365,46.836589,train,2.6868732815038424E-4,34.6156865191268,0.6585913292985366
-115.548695,46.143076,train,1.6684602351072669E-4,20.042219608772715,0.486927435592031
-116.05125,44.96109,train,3.0650804923400667E-4,41.271782083165505,0.7065205049005312
-119.0717,44.9965,train,3.902895055255223E-5,3.881924257985904,0.14453065411147814
-120.9998,56.306186,train,3.212612193284093E-4,45.29712369424744,0.7233372737554364
-119.656702,54.108747,train,3.386827307763309E-4,50.59270545595112,0.7419591418031541
-118.520926,45.242952,train,1.8021852171890568E-4,21.04105406095981,0.5136488040301808
-119.50725,44.399312,train,4.875456792868693E-5,4.998438381547593,0.17716929179876872
-116.429247,48.524691,train,1.7207134430854802E-4,20.527887431987374,0.4975392904755561
-115.360642,51.092889,test,3.548717827164676E-4,55.91306051526078,0.7581382691044911
-114.08298,48.053812,test,1.0810292092855396E-4,12.287246230277326,0.3510384530576861
-119.612343,49.027493,test,2.2495997945827753E-4,27.531163632080336,0.5933399737778733
-122.541257,53.809857,test,4.1034158748953054E-4,75.78220640404416,0.8062628563392865
-115.205108,50.865292,test,2.2878521440700082E-4,27.899958403779184,0.5995144695579668
-116.53511,51.459618,test,1.0874803537540743E-4,12.389354363540335,0.35271079677159967
-115.80265,51.107467,test,5.123903057923356E-6,0.3489050863166412,0.020285617713954318
-112.892487,53.390597,test,4.659884836949806E-4,93.94988213341377,0.8449217075870126
-110.484242,45.49194,test,3.4336227848040545E-4,52.25312954334041,0.7467439481262681
-114.642325,51.619358,test,4.7531694462715616E-4,98.0412577701341,0.8506012605034698
-122.73305,53.950866,test,3.619063311876436E-4,58.72140071930084,0.7648485081150971
-114.442848,52.861855,test,4.6462205635039303E-4,93.27413586063479,0.8440718329529144
-114.133312,51.138041,test,4.0336760699162674E-4,73.77205432307794,0.8007826766974484
-114.499386,50.915029,test,4.5558317347305316E-4,89.00485942295319,0.8383314151055364
-116.511024,52.163427,test,2.8131222091590594E-4,36.39554355046937,0.6754030934974241
-112.873746,53.61966,test,4.48292780391122E-4,86.44494138610438,0.8335478259124838
-111.485131,45.310558,test,4.4112011063835945E-4,84.47426638933122,0.8287033716240408
-106.807945,53.835873,test,2.0949259722927686E-4,25.46544417379754,0.5673873412638955
-112.862213,53.539003,test,4.638452849798338E-4,92.66016952796926,0.8435866309359804
-118.935242,49.74445,test,2.4287303429131227E-5,2.313378266489,0.09257331399548419
-113.49239,49.00629,test,3.876215663089738E-4,67.54892606919131,0.7878324871380555
-114.03783,53.807724,test,4.7551917209656387E-4,98.084810715508,0.850722053413014
-112.847078,53.569862,test,4.5358869312541193E-4,88.40128916082008,0.8370365670645133
-114.318257,53.149257,test,4.626879216452456E-4,92.13826519213954,0.8428608940916912
-120.487778,48.584892,test,2.308767127014435E-4,28.199025036041995,0.6028507233016774
-115.9406,47.1055,test,9.776630319892132E-5,11.128140033961364,0.32364568046887343
-115.595603,51.200378,test,2.3461087911914034E-4,28.76219806241575,0.6087383225346383
-112.83393,53.6714,test,4.363323895199929E-4,83.4276378200749,0.8253915071206556
-120.509987,48.45152,test,3.713990640787863E-4,62.01990912753611,0.7736094411775235
-113.5477,53.5281,test,4.7067601812910434E-4,96.37332566826488,0.8478021591264674
-105.850587,53.576417,test,1.833013298544615E-4,21.608277173271713,0.5196088789354054
-113.701976,48.628845,test,7.453064281676831E-5,8.20658311843785,0.25777435454952413
-111.112777,44.564863,test,2.4562046067625414E-4,30.85683702500381,0.6255938001851606
-113.788677,53.563272,test,4.7551917209656387E-4,98.084810715508,0.850722053413014
-105.993684,53.693493,test,2.0830331555242695E-4,25.053578536312624,0.5653245880315607
-115.561592,51.167187,test,2.7039917989377885E-4,34.808932758996804,0.6609209474519486
-114.198606,53.853581,test,4.7574482602611844E-4,98.13340659905143,0.8508567239436108
-111.215154,45.192139,test,4.5567177465051674E-4,89.08087160957201,0.8383886971051753
-123.060858,51.080428,test,5.476167100050934E-5,5.717586290034431,0.19670362847575507
-114.812387,47.069553,test,1.6785838544232064E-4,20.121625030792377,0.489000752165199
-113.917586,49.035103,test,3.504870576555595E-4,54.16684352939323,0.7538591601969109
-116.717206,51.941406,test,8.484351132134764E-5,9.465217846744414,0.28776730498920033
-113.271052,53.550905,test,4.784610271632938E-4,99.50063775232167,0.852468254823763
-110.105628,49.659944,test,4.031130742353547E-4,73.66118796649906,0.8005797580966306
-113.627293,53.612079,test,4.785745386804018E-4,99.56805537206714,0.8525352212023696
-116.532786,51.458509,test,1.1033175248164604E-4,12.667951314198985,0.35679804658730063
-114.535,53.268333,test,4.626879216452456E-4,92.13826519213954,0.8428608940916912
-114.094048,49.407399,test,3.991732584117654E-4,72.38046974795067,0.7974123684939254
-115.386621,51.125987,test,3.587652931204825E-4,57.70989405436312,0.7618755973945237
-114.081301,52.341916,test,4.726185880244994E-4,97.04628455464955,0.8489801150758068
-115.155319,50.949231,test,2.785234263636887E-4,36.086813356288026,0.6717621386888065
-116.078693,44.949722,test,3.079656637532435E-4,41.557072217193586,0.7082265286543561
-113.623646,53.48962,test,4.777805275524992E-4,98.96836227285395,0.8520661544110458
-113.60946,48.673659,test,4.4316257896618E-4,84.99327085493671,0.8300970462740537
-118.003903,52.919839,test,3.029972466993605E-4,40.44481837230738,0.7023703246577236
-117.152153,46.868647,test,1.5451736782587142E-4,18.135723450098418,0.46099302985056023
-114.203245,51.099716,test,3.6343094679184353E-4,59.151016329919116,0.7662781082785463
-110.195136,54.612331,test,3.135973481081019E-4,43.101807685795904,0.7147253110968905
-120.763756,49.045472,test,3.504870576555595E-4,54.16684352939323,0.7538591601969109
-112.873028,53.241377,test,4.775539080548003E-4,98.85959521098192,0.8519320041103894
-118.512567,55.260967,test,3.787689452785732E-4,64.66246127306862,0.7801854677167948
-113.535996,53.26128,test,4.782340848929596E-4,99.18651593513565,0.8523342785218093
-116.541503,51.442603,test,1.7347398553769865E-4,20.592715462834587,0.5003502916879451
-119.083692,55.20178,test,3.9229274784342844E-4,69.61607489929428,0.7917597039771224
-106.290658,53.969562,test,1.6200395012220905E-4,18.88054647801889,0.4768939364424569
-115.159928,51.049595,test,3.4655278879083286E-4,53.072428633432274,0.7499552554595753
